KIC;Kpmag;QLen;DLen;numax;e_numax;Delnu;e_Delnu;A;e_A;Width;e_Width;Gran;e_Gran;Teff;e_Teff;logg;e_log(g);[Fe/H];e_[Fe/H];NoCorM;e_NoCorM;NoCorR;e_NoCorR;RGBcorM;e_RGBcorM;RGBcorR;e_RGBcorR;ClcorM;e_ClcorM;ClcorR;e_ClcorR;Phase;M17;Simbad;_RA;_DE
 9520156;11.710;18;1317.70; 30.56; 0.69; 4.408; 0.080;155.6;  6.5; 13.7; 1.2;   7535.5;   482.3;4825; 80; 2.394; 0.011; 0.02; 0.15; 0.65; 0.07; 8.49; 0.39; 0.71; 0.08; 8.84; 0.41; 0.68; 0.07; 8.65; 0.40;2;M17;Simbad;289.0495900;+46.1054119
 9520216;13.360;18;1317.70;139.72; 0.71;11.843; 0.019; 50.9;  1.7; 39.1; 1.4;     95.6;    15.8;5092;150; 3.066; 0.008;-0.19; 0.30; 1.30; 0.08; 5.52; 0.12; 1.29; 0.08; 5.52; 0.12; 1.31; 0.08; 5.56; 0.12;1;M17;Simbad;289.0810200;+46.1036800
 9520593;12.930; 7; 467.20; 32.97; 0.34; 4.104; 0.030;127.2;  5.4; 11.8; 1.3;   3200.5;   212.3;5135;158; 2.441; 0.009;-0.26; 0.30; 1.20; 0.09;10.90; 0.30; 1.21; 0.09;10.95; 0.30; 1.21; 0.09;10.96; 0.30;2;M17;Simbad;289.2826800;+46.1365700
 9520726; 9.110;18;1317.70; 36.12; 0.54; 3.901; 0.021; 87.5;  3.5; 14.7; 1.4;   2118.7;   148.5;4971;150; 2.473; 0.010; 0.43; 0.30; 1.83; 0.14;13.01; 0.36; 1.84; 0.14;13.02; 0.36; 1.87; 0.14;13.13; 0.36;2;M17;Simbad;289.3516200;+46.1566511
 9520755;12.490; 8; 557.50; 35.04; 0.38; 3.737; 0.019;116.2;  4.8; 12.1; 1.3;   2566.7;   224.2;4773;100; 2.451; 0.008; 0.29; 0.15; 1.87; 0.11;13.47; 0.31; 1.77; 0.11;13.11; 0.30; 1.90; 0.12;13.58; 0.31;1;M17;Simbad;289.3636200;+46.1854781
 9520864;11.080;12; 879.10; 13.21; 0.30; 1.937; 0.015;234.5; 16.9;  5.3; 0.6;  27809.2;  2058.5;4596;160; 2.020; 0.013;-0.38; 0.30; 1.31; 0.13;18.56; 0.66; 1.14; 0.11;17.28; 0.61; 1.27; 0.13;18.28; 0.65;1;M17;Simbad;289.4234300;+46.1715050
 9521171;12.690;18;1317.70; 83.44; 0.63; 7.851; 0.021; 61.9;  2.4; 26.4; 1.3;    323.6;    39.2;4873; 80; 2.833; 0.007;-0.17; 0.15; 1.34; 0.07; 7.34; 0.14; 1.25; 0.06; 7.09; 0.13; 1.36; 0.07; 7.40; 0.14;1;M17;Simbad;289.5958600;+46.1414989
 9521327;11.050; 4; 206.30; 33.77; 1.55; 4.087; 0.290;115.0; 10.1; 13.2; 1.9;   4051.2;   492.2;5095;156; 2.449; 0.021; 0.14; 0.30; 1.29; 0.41;11.22; 1.69; 1.33; 0.43;11.37; 1.72; 1.30; 0.42;11.27; 1.70;2;M17;Simbad;289.6799900;+46.1598589
 9521438;13.290; 8; 557.50; 29.89; 0.94; 4.063; 0.052;142.2;  5.9; 13.2; 1.7;   4781.6;   504.3;5180;159; 2.400; 0.016;-0.19; 0.30; 0.94; 0.12;10.13; 0.46; 0.99; 0.12;10.37; 0.48; 0.94; 0.11;10.11; 0.46;2;M17;Simbad;289.7365700;+46.1687319
 9521461;10.840;18;1317.70; 57.84; 0.54; 5.383; 0.016; 53.2;  1.9; 22.2; 1.7;    620.3;    28.8;5000;100; 2.679; 0.007; 0.06; 0.15; 2.10; 0.12;10.97; 0.23; 2.06; 0.12;10.87; 0.22; 2.15; 0.12;11.11; 0.23;2;M17;Simbad;289.7493600;+46.1885800
 9527159;13.630; 6; 457.80; 60.29; 0.52; 6.198; 0.015; 94.9;  4.0; 18.5; 0.9;   1121.7;    84.7;4957;153; 2.695; 0.009;-0.07; 0.30; 1.33; 0.09; 8.59; 0.20; 1.29; 0.08; 8.45; 0.19; 1.35; 0.09; 8.65; 0.20;1;M17;Simbad;292.1801500;+46.1590119
 9527386;13.160; 2; 114.20; 35.98; 1.15; 4.199; 0.046;103.5; 13.8; 11.8; 2.3;   2827.6;   388.6;4777;167; 2.463; 0.016;-0.12; 0.30; 1.27; 0.16;10.96; 0.49; 1.16; 0.14;10.47; 0.47; 1.28; 0.16;10.99; 0.49;2;M17;Simbad;292.2709700;+46.1346169
 9528103;13.210; 6; 380.80; 27.59; 1.65; 3.870; 0.077;112.2;  7.1; 12.8; 5.3;   6327.9;   693.8;5293;188; 2.370; 0.027;-0.34; 0.30; 0.93; 0.19;10.42; 0.78; 0.98; 0.20;10.69; 0.81; 0.94; 0.19;10.48; 0.79;2;M17;Simbad;292.5466300;+46.1201781
 9529087;13.320; 6; 380.80; 56.17; 0.52; 5.784; 0.022;106.4;  5.1; 17.8; 1.0;   1294.2;    96.7;4886;157; 2.661; 0.009; 0.13; 0.30; 1.39; 0.09; 9.12; 0.22; 1.34; 0.09; 8.96; 0.22; 1.41; 0.10; 9.18; 0.23;1;M17;Simbad;292.9139700;+46.1140789
 9529734;13.120;17;1292.10; 92.92; 1.00; 7.994; 0.017; 48.4;  1.6; 33.6; 2.8;     95.7;    17.5;5251;163; 2.896; 0.009;-0.18; 0.30; 1.92; 0.13; 8.19; 0.20; 1.97; 0.13; 8.29; 0.20; 1.98; 0.13; 8.31; 0.20;1;M17;Simbad;293.2088000;+46.1940311
 9529813;12.810;18;1317.90;120.18; 0.62;10.849; 0.017; 67.0;  2.6; 32.5; 1.1;    115.3;    15.4;4756; 80; 2.986; 0.006;-0.27; 0.15; 1.06; 0.05; 5.47; 0.10; 0.94; 0.04; 5.17; 0.09; 1.05; 0.05; 5.45; 0.10;1;M17;Simbad;293.2445400;+46.1954500
 9529943;15.660;14;1111.50; 61.26; 0.72; 6.276; 0.016; 81.3;  4.6; 21.3; 2.1;    358.0;   137.7;4884;170; 2.699; 0.010;-0.12; 0.30; 1.30; 0.10; 8.45; 0.22; 1.23; 0.09; 8.20; 0.21; 1.32; 0.10; 8.50; 0.22;1;M17;Simbad;293.2964200;+46.1255489
 9529963;13.060; 2; 114.20; 19.50; 0.97; 2.457; 0.093;172.1; 21.7;  6.8; 1.6;   8481.1;  1559.9;4528;158; 2.185; 0.023;-0.26; 0.30; 1.59; 0.35;16.89; 1.57; 1.41; 0.31;15.89; 1.45; 1.56; 0.34;16.71; 1.55;0;M17;Simbad;293.3049600;+46.1949269
 9529974;11.470;15;1138.80; 32.54; 0.48; 4.105; 0.026;126.7;  5.9; 12.8; 1.0;   4465.2;   278.2;4925;100; 2.426; 0.009;-0.03; 0.15; 1.08; 0.07;10.53; 0.27; 1.07; 0.07;10.48; 0.27; 1.08; 0.08;10.56; 0.28;2;M17;Simbad;293.3095100;+46.1962889
 9530136;13.850;13;1032.50; 45.27; 0.54; 4.803; 0.011; 84.8;  3.9; 15.9; 1.2;   1571.3;   116.0;5033;154; 2.574; 0.009;-0.32; 0.30; 1.60; 0.11;10.82; 0.26; 1.52; 0.10;10.55; 0.26; 1.64; 0.11;10.97; 0.27;1;M17;Simbad;293.3777200;+46.1093411
 9530396;11.870; 8; 557.60; 82.88; 1.05; 6.779; 0.015; 38.9;  1.9; 32.2; 2.4;    298.9;    37.7;4970;100; 2.834; 0.008; 0.48; 0.15; 2.43; 0.15; 9.88; 0.22; 2.52; 0.15;10.06; 0.22; 2.49; 0.15;10.01; 0.22;1;M17;Simbad;293.4906000;+46.1450000
 9531084;12.480;18;1317.90;100.27; 0.78; 9.142; 0.014; 75.7;  3.9; 28.6; 1.2;    332.4;    41.9;4633; 80; 2.901; 0.007; 0.15; 0.15; 1.17; 0.06; 6.35; 0.12; 1.06; 0.05; 6.05; 0.11; 1.17; 0.06; 6.36; 0.12;1;M17;Simbad;293.7844500;+46.1263689
 9531103;13.660;17;1308.50;187.95; 1.11;14.705; 0.024; 47.7;  1.7; 49.1; 2.9;     49.7;    10.8;5104;164; 3.195; 0.009; 0.07; 0.30; 1.33; 0.08; 4.83; 0.11; 1.36; 0.09; 4.88; 0.11; 1.35; 0.09; 4.85; 0.11;1;M17;Simbad;293.7930000;+46.1090389
 9532518;10.130;17;1235.50; 31.51; 1.39; 4.051; 0.048;124.4;  5.5; 13.7; 1.7;   4119.4;   323.5;4921;100; 2.412; 0.020;-0.24; 0.15; 1.03; 0.15;10.47; 0.55; 0.99; 0.15;10.26; 0.54; 1.04; 0.15;10.49; 0.56;2;M17;Simbad;294.3223300;+46.1182211
 9532903;10.940;18;1318.00; 95.09; 2.87; 7.528; 0.033; 15.9;  3.4; 25.8; 7.6;    121.2;    34.7;5105; 80; 2.899; 0.014; 0.02; 0.15; 2.51; 0.26; 9.32; 0.33; 2.60; 0.26; 9.47; 0.34; 2.63; 0.27; 9.53; 0.34;2;M17;Simbad;294.4590800;+46.1295889
 9533419;13.760;17;1308.58;238.52; 1.95;17.775; 0.038;     ;     ;     ;    ;         ;        ;5112;160; 3.299; 0.009; 0.06; 0.30; 1.28; 0.08; 4.19; 0.10; 1.31; 0.08; 4.25; 0.10; 1.29; 0.08; 4.21; 0.10;1;M17;Simbad;294.6412700;+46.1041300
 9533544;12.340; 6; 457.90; 32.25; 0.53; 4.064; 0.083;121.3;  4.8; 13.0; 0.9;   3724.0;   304.6;4885; 80; 2.420; 0.009;-0.20; 0.15; 1.08; 0.11;10.61; 0.50; 1.02; 0.11;10.32; 0.48; 1.09; 0.11;10.63; 0.50;2;M17;Simbad;294.6945200;+46.1645889
 9533834;13.280; 7; 467.30; 37.94; 0.57; 4.343; 0.034;111.3;  4.3; 15.4; 1.6;   2127.1;   193.2;4955;158; 2.494; 0.010; 0.08; 0.30; 1.38; 0.11;11.00; 0.33; 1.35; 0.11;10.90; 0.33; 1.39; 0.11;11.07; 0.34;2;M17;Simbad;294.8029200;+46.1141400
 9533861;12.510;16;1221.20; 57.62; 1.59; 5.041; 0.022; 38.9;  1.8; 23.5; 2.3;    640.0;    37.7;4889; 80; 2.673; 0.013; 0.20; 0.15; 2.60; 0.25;12.32; 0.41; 2.60; 0.25;12.32; 0.41; 2.67; 0.25;12.48; 0.42;1;M17;Simbad;294.8152200;+46.1271781
 9534041;11.020;18;1318.00;109.45; 1.57; 8.365; 0.028; 21.6;  1.1; 47.4; 4.0;     89.1;    14.2;5278;105; 2.968; 0.009;-0.01; 0.15; 2.64; 0.17; 8.83; 0.21; 2.86; 0.19; 9.20; 0.22; 2.76; 0.18; 9.03; 0.21;2;M17;Simbad;294.8872400;+46.1987300
 9534288;13.100;18;1318.00;156.49; 0.95;12.003; 0.033; 34.9;  1.3; 47.6; 3.5;     52.2;     9.7;5228;164; 3.121; 0.008;-0.11; 0.30; 1.79; 0.11; 6.10; 0.14; 1.83; 0.12; 6.17; 0.14; 1.84; 0.12; 6.18; 0.14;1;M17;Simbad;294.9713700;+46.1134800
 9534328;13.190;17;1308.58;203.28; 0.84;16.343; 0.037;     ;     ;     ;    ;         ;        ;5243;167; 3.235; 0.008;-0.46; 0.30; 1.15; 0.07; 4.28; 0.09; 1.18; 0.07; 4.33; 0.10; 1.17; 0.07; 4.33; 0.10;1;M17;Simbad;294.9868800;+46.1344111
 9534802;12.500;18;1318.00;139.30; 0.71;11.533; 0.017; 62.7;  2.7; 37.4; 1.3;    127.4;    27.0;4687; 80; 3.047; 0.006; 0.37; 0.15; 1.26; 0.06; 5.57; 0.10; 1.19; 0.06; 5.41; 0.09; 1.26; 0.06; 5.57; 0.10;1;M17;Simbad;295.1717800;+46.1651311
 9534911;13.370;17;1308.60;124.48; 1.30;10.153; 0.015; 30.2;  1.8; 38.3;10.2;     70.3;    14.0;5206;175; 3.021; 0.010;-0.09; 0.30; 1.75; 0.12; 6.77; 0.17; 1.78; 0.12; 6.83; 0.17; 1.80; 0.13; 6.85; 0.17;1;M17;Simbad;295.2042200;+46.1335181
 9534934;10.210;18;1318.00; 47.21; 0.53; 5.233; 0.014;103.4;  4.9; 15.8; 1.0;   1618.5;    87.9;4930;100; 2.588; 0.008;-0.64; 0.15; 1.25; 0.07; 9.41; 0.20; 1.13; 0.07; 8.94; 0.19; 1.26; 0.07; 9.46; 0.20;1;M17;Simbad;295.2139300;+46.1347889
 9534964;12.320;18;1318.00;127.14; 0.82;10.756; 0.020; 48.5;  1.9; 37.3; 1.5;    133.9;    26.1;4862; 80; 3.015; 0.006;-0.02; 0.15; 1.34; 0.06; 5.95; 0.11; 1.27; 0.06; 5.79; 0.10; 1.36; 0.07; 5.99; 0.11;1;M17;Simbad;295.2248500;+46.1767011
 9534968;13.290; 7; 467.30; 56.71; 0.58; 5.853; 0.017;101.4;  4.3; 17.3; 0.9;   1028.5;    78.1;4861;152; 2.664; 0.009; 0.01; 0.30; 1.35; 0.09; 8.97; 0.22; 1.29; 0.09; 8.74; 0.21; 1.37; 0.09; 9.03; 0.22;1;M17;Simbad;295.2273600;+46.1223600
 9535000;12.590; 7; 467.30; 35.14; 0.97; 4.118; 0.042;102.5;  4.5; 16.0; 1.4;   2459.5;   183.0;4830; 80; 2.455; 0.013;-0.06; 0.15; 1.30; 0.13;11.19; 0.42; 1.22; 0.12;10.82; 0.41; 1.32; 0.13;11.25; 0.43;2;M17;Simbad;295.2353200;+46.1305081
 9535050;10.210;18;1318.00; 45.42; 0.97; 4.528; 0.034; 46.3;  2.2; 19.0; 2.0;    877.8;    43.8;5270;100; 2.585; 0.011;-0.02; 0.15; 2.19; 0.19;12.50; 0.39; 2.32; 0.20;12.87; 0.40; 2.27; 0.19;12.72; 0.40;2;M17;Simbad;295.2515900;+46.1101989
 9535343;13.530; 9; 642.10; 55.26; 0.58; 5.610; 0.016; 95.7;  4.2; 17.0; 0.7;   1005.1;    63.4;5006;156; 2.659; 0.009;-0.16; 0.30; 1.55; 0.11; 9.66; 0.23; 1.49; 0.10; 9.46; 0.23; 1.59; 0.11; 9.77; 0.24;1;M17;Simbad;295.3565400;+46.1079219
 9535399; 9.650;17;1235.70; 57.57; 0.51; 5.760; 0.011; 96.0;  4.5; 19.1; 1.1;   1197.2;    51.0;4798;100; 2.668; 0.007; 0.35; 0.15; 1.48; 0.08; 9.34; 0.19; 1.42; 0.08; 9.14; 0.18; 1.49; 0.08; 9.37; 0.19;1;M17;Simbad;295.3782000;+46.1522100
 9535409;13.080; 2;  41.90; 38.17; 2.22; 3.910; 0.370; 91.5; 17.3; 12.6; 3.3;   1885.0;   541.4;4877;170; 2.493; 0.027;-0.32; 0.30; 2.08; 0.88;13.55; 2.70; 1.92; 0.80;13.02; 2.55; 2.11; 0.89;13.63; 2.72;2;M17;Simbad;295.3822000;+46.1704750
 9535481;13.030; 6; 380.80; 34.85; 0.66; 4.058; 0.047;125.1;  5.2; 14.3; 1.5;   3596.7;   257.0;4667; 80; 2.444; 0.010; 0.25; 0.15; 1.28; 0.11;11.24; 0.38; 1.19; 0.10;10.81; 0.37; 1.29; 0.11;11.27; 0.39;2;M17;Simbad;295.4061600;+46.1636511
 9536143;13.180; 7; 467.30; 39.73; 0.59; 4.472; 0.042; 86.2;  3.1; 15.5; 1.0;   1805.6;    98.1;5238;173; 2.526; 0.011;-0.22; 0.30; 1.53; 0.13;11.18; 0.36; 1.56; 0.13;11.28; 0.37; 1.57; 0.13;11.32; 0.37;2;M17;Simbad;295.6535300;+46.1922111
 9536330;10.250;17;1235.70; 22.31; 0.63; 2.718; 0.009;184.7;  9.4; 10.4; 1.4;  12851.2;  1266.6;4700;100; 2.252; 0.014; 0.04; 0.15; 1.69; 0.17;16.09; 0.55; 1.54; 0.15;15.36; 0.52; 1.71; 0.17;16.18; 0.55;1;M17;Simbad;295.7201500;+46.1585619
 9536727;13.580; 6; 380.80; 47.09; 0.76; 4.960; 0.024; 74.5;  3.9; 15.8; 1.4;   1408.7;   157.3;5046;170; 2.592; 0.011; 0.01; 0.30; 1.59; 0.13;10.57; 0.31; 1.57; 0.13;10.50; 0.30; 1.61; 0.13;10.64; 0.31;2;M17;Simbad;295.8593400;+46.1170081
 9536730;13.780; 6; 457.90; 51.30; 0.76; 5.551; 0.022; 76.7;  3.7; 18.3; 1.9;   1060.8;   156.7;4963;158; 2.625; 0.010;-0.05; 0.30; 1.28; 0.10; 9.12; 0.25; 1.25; 0.10; 9.01; 0.24; 1.29; 0.10; 9.16; 0.25;1;M17;Simbad;295.8617200;+46.1716189
 9539702;13.570; 6; 380.80; 28.17; 0.68; 3.913; 0.176;123.1;  5.8; 13.2; 2.0;   4805.7;   418.0;5227;179; 2.376; 0.014;-0.23; 0.30; 0.93; 0.19;10.34; 0.99; 0.98; 0.20;10.61; 1.03; 0.93; 0.19;10.35; 0.99;2;M17;Simbad;296.8771400;+46.1351889
 9539792;15.560;13;1013.70; 36.68; 1.58; 4.272; 0.040; 45.0;  6.7; 11.6; 3.4;    408.8;   277.2;4263;125; 2.447; 0.020;-0.73; 0.30; 1.06; 0.16;10.20; 0.52; 0.91; 0.13; 9.45; 0.48; 1.02; 0.15; 9.99; 0.51;2;M17;Simbad;296.9074400;+46.1521419
 9539910;12.220; 8; 549.60; 31.96; 0.48; 4.161; 0.189;134.0;  4.8; 12.9; 1.1;   4417.0;   260.0;4793; 80; 2.412; 0.009;-0.03; 0.15; 0.93; 0.18; 9.93; 0.93; 0.90; 0.17; 9.75; 0.90; 0.93; 0.18; 9.96; 0.93;2;M17;Simbad;296.9424100;+46.1314811
 9540185;12.390; 4; 206.30; 33.01; 1.59; 3.480; 0.161;112.3;  9.1; 14.4; 2.1;   4460.4;   577.1;4936;156; 2.433; 0.022; 0.01; 0.30; 2.19; 0.53;14.88; 1.59; 2.12; 0.51;14.65; 1.55; 2.24; 0.54;15.05; 1.61;2;M17;Simbad;297.0217600;+46.1840711
 9540226;11.670;15;1055.60; 27.39; 1.54; 3.192; 0.026;115.3; 11.6; 14.2; 6.6;   6159.4;  1920.3;4760;100; 2.344; 0.025;-0.20; 0.15; 1.67; 0.30;14.41; 0.88; 1.50; 0.27;13.66; 0.83; 1.68; 0.30;14.43; 0.88;0;M17;Simbad;297.0340000;+46.1984711
 9540277;13.958;14;1046.14;214.60; 1.21;16.107; 0.020;     ;     ;     ;    ;         ;        ;4734;176; 3.237; 0.009;-0.46; 0.30; 1.23; 0.08; 4.42; 0.11; 1.07; 0.07; 4.12; 0.10; 1.20; 0.08; 4.37; 0.11;1;M17;Simbad;297.0468800;+46.1088100
 9541807;13.280;13; 958.80;105.92; 0.67; 9.772; 0.030; 67.5;  2.5; 30.9; 1.2;    202.9;    48.5;4989;158; 2.941; 0.009;-0.14; 0.30; 1.18; 0.08; 6.09; 0.14; 1.16; 0.07; 6.03; 0.14; 1.19; 0.08; 6.11; 0.14;1;M17;Simbad;297.4677400;+46.1076089
 9541946;12.970;13; 958.80; 99.25; 0.61; 8.908; 0.014; 60.8;  2.2; 29.8; 1.3;    262.4;    37.2;4790; 80; 2.904; 0.006; 0.06; 0.15; 1.32; 0.06; 6.73; 0.12; 1.24; 0.06; 6.51; 0.12; 1.34; 0.06; 6.76; 0.12;1;M17;Simbad;297.5125400;+46.1408000
 9542075;12.040;15;1055.60; 27.20; 0.41; 4.048; 0.075;131.6;  5.7; 12.6; 1.3;   6729.8;   457.0;5172;100; 2.359; 0.009;-0.64; 0.15; 0.72; 0.07; 9.28; 0.40; 0.75; 0.07; 9.48; 0.42; 0.76; 0.08; 9.56; 0.42;2;M17;Simbad;297.5540500;+46.1456719
 9542218;11.700;15;1055.60; 57.43; 0.50; 5.779; 0.016; 91.7;  4.3; 19.5; 1.1;   1187.1;    47.7;4698;100; 2.662; 0.007; 0.31; 0.15; 1.41; 0.08; 9.16; 0.19; 1.32; 0.07; 8.86; 0.18; 1.42; 0.08; 9.19; 0.19;1;M17;Simbad;297.5961900;+46.1554989
 9542506;12.430;15;1055.60;120.94; 0.57;10.758; 0.016; 51.4;  1.8; 34.9; 1.3;    127.1;    38.2;4866; 80; 2.993; 0.006;-0.30; 0.15; 1.15; 0.05; 5.67; 0.10; 1.06; 0.05; 5.43; 0.09; 1.16; 0.05; 5.68; 0.10;1;M17;Simbad;297.6750200;+46.1826711
 9542779;12.460; 6; 380.80; 37.12; 0.78; 4.461; 0.290; 95.5;  4.3; 15.3; 1.0;   2030.4;   134.7;4905; 80; 2.482; 0.011;-0.08; 0.15; 1.14; 0.31;10.15; 1.35; 1.10; 0.30; 9.98; 1.31; 1.15; 0.31;10.18; 1.35;2;M17;Simbad;297.7487200;+46.1529389
 9542827;13.780;12; 949.30;141.09; 0.89;11.816; 0.022; 44.9;  1.8; 41.5; 2.0;     61.5;    15.0;5184;172; 3.074; 0.009;-0.25; 0.30; 1.38; 0.09; 5.65; 0.13; 1.40; 0.09; 5.68; 0.13; 1.41; 0.09; 5.71; 0.13;1;M17;Simbad;297.7607700;+46.1226389
 9544002;12.930; 7; 467.30; 44.72; 0.39; 5.050; 0.013; 99.6;  4.1; 15.1; 1.0;   1538.5;   114.9;4668; 80; 2.552; 0.007;-0.61; 0.15; 1.13; 0.06; 9.31; 0.18; 0.96; 0.05; 8.58; 0.16; 1.08; 0.06; 9.10; 0.18;1;M17;Simbad;298.0819700;+46.1589011
 9550045;11.130;18;1318.20;135.83; 0.71;11.095; 0.015; 37.8;  1.2; 37.6; 1.2;     65.8;    12.4;4924; 80; 3.046; 0.006;-0.18; 0.15; 1.47; 0.07; 6.02; 0.10; 1.38; 0.06; 5.84; 0.10; 1.50; 0.07; 6.08; 0.11;1;M17;Simbad;299.7778000;+46.1098289
 9551036;11.560;18;1318.20; 51.95; 0.49; 5.715; 0.011; 88.6;  4.1; 17.1; 1.0;   1404.5;    65.9;4636; 80; 2.616; 0.007;-0.38; 0.15; 1.07; 0.06; 8.42; 0.16; 0.92; 0.05; 7.80; 0.15; 1.04; 0.06; 8.29; 0.16;1;M17;Simbad;300.0725100;+46.1156011
 9551807;10.450;18;1318.20; 89.31; 0.50; 8.225; 0.019; 57.2;  2.1; 25.9; 1.1;    333.2;    26.6;4860; 80; 2.862; 0.006;-0.26; 0.15; 1.36; 0.06; 7.15; 0.13; 1.24; 0.06; 6.85; 0.12; 1.37; 0.07; 7.20; 0.13;1;M17;Simbad;300.3049000;+46.1634100
 9569162; 9.640;18;1318.10;172.57; 1.35;13.440; 0.015; 26.0;  1.1; 51.2; 7.7;     33.5;     5.3;4942; 80; 3.151; 0.007;-0.14; 0.15; 1.41; 0.07; 5.22; 0.10; 1.34; 0.07; 5.09; 0.09; 1.43; 0.07; 5.27; 0.10;1;M17;Simbad;281.7457300;+46.2555200
 9569195; 9.250; 4; 206.40; 38.33; 0.87; 4.364; 0.136;102.6;  9.8; 12.7; 1.6;   2494.1;   317.2;4902;140; 2.496; 0.012;-0.09; 0.30; 1.37; 0.21;10.95; 0.76; 1.30; 0.20;10.66; 0.73; 1.39; 0.21;11.03; 0.77;2;M17;Simbad;281.7605000;+46.2037811
 9569462;11.860;18;1318.10; 28.12; 0.31; 3.520; 0.013;172.6; 10.7;  8.8; 0.5;   5612.5;   579.7;4493; 80; 2.343; 0.008;-0.29; 0.15; 1.12; 0.06;11.82; 0.25; 0.96; 0.05;10.94; 0.23; 1.09; 0.06;11.65; 0.25;1;M17;Simbad;281.9336200;+46.2186389
 9570409;11.880;18;1318.10; 29.05; 0.55; 3.617; 0.051;150.1;  5.7; 13.2; 1.3;   5976.6;   600.2;4523; 80; 2.358; 0.010; 0.41; 0.15; 1.12; 0.10;11.60; 0.44; 0.99; 0.09;10.94; 0.41; 1.09; 0.10;11.46; 0.43;2;M17;Simbad;282.5818500;+46.2622719
 9573951;13.570;18;1317.60; 29.05; 0.72; 3.872; 0.080;133.5;  5.6; 12.1; 1.1;   5467.8;   353.2;5283;158; 2.392; 0.013;-0.61; 0.30; 1.08; 0.13;10.94; 0.57; 1.10; 0.14;11.08; 0.58; 1.10; 0.14;11.08; 0.58;2;M17;Simbad;284.6137700;+46.2805400
 9574550;13.460;18;1317.60; 29.46; 0.78; 3.919; 0.055;147.3;  6.4; 13.1; 1.5;   5768.8;   311.9;5163;150; 2.393; 0.014;-0.21; 0.30; 1.03; 0.12;10.71; 0.47; 1.07; 0.12;10.91; 0.48; 1.04; 0.12;10.73; 0.47;2;M17;Simbad;284.9246500;+46.2890400
 9574609;12.650;18;1317.60; 32.27; 0.50; 4.015; 0.025;136.2;  5.4; 12.7; 1.2;   5119.6;   268.9;4776; 80; 2.416; 0.009;-0.08; 0.15; 1.10; 0.08;10.75; 0.28; 1.02; 0.07;10.35; 0.27; 1.10; 0.08;10.77; 0.28;2;M17;Simbad;284.9617600;+46.2343900
 9574650;11.750;18;1317.60;106.66; 0.57; 9.595; 0.015; 56.6;  1.8; 30.6; 1.0;    228.7;    20.4;5049;100; 2.947; 0.007;-0.37; 0.15; 1.32; 0.07; 6.40; 0.12; 1.27; 0.06; 6.26; 0.11; 1.35; 0.07; 6.47; 0.12;1;M17;Simbad;284.9942900;+46.2417300
 9574730; 9.740;18;1317.60; 47.64; 0.67; 4.822; 0.040; 72.2;  3.0; 18.7; 1.4;   1243.4;    61.0;4965;100; 2.593; 0.009; 0.13; 0.15; 1.80; 0.13;11.22; 0.31; 1.75; 0.12;11.05; 0.31; 1.84; 0.13;11.35; 0.32;2;M17;Simbad;285.0431800;+46.2987100
 9575007;13.410;16;1220.80; 38.80; 0.48; 4.411; 0.017;129.5;  8.8; 13.0; 1.2;   3356.4;   199.5;4899;143; 2.501; 0.009;-0.16; 0.30; 1.36; 0.09;10.85; 0.27; 1.28; 0.09;10.52; 0.26; 1.38; 0.10;10.94; 0.27;1;M17;Simbad;285.2068500;+46.2308689
 9575153;13.080;18;1317.60; 23.28; 0.51; 3.265; 0.073;155.8;  8.3;  8.9; 1.0;  12523.2;   485.6;5177;154; 2.291; 0.012;-0.53; 0.30; 1.06; 0.13;12.21; 0.66; 1.07; 0.13;12.25; 0.66; 1.09; 0.14;12.34; 0.67;2;M17;Simbad;285.3083500;+46.2767600
 9575284;13.270;18;1317.60; 47.51; 0.37; 5.307; 0.014;112.3;  5.9; 14.3; 0.8;   1829.6;    71.7;4980;146; 2.593; 0.008;-0.53; 0.30; 1.22; 0.08; 9.25; 0.21; 1.13; 0.07; 8.91; 0.20; 1.25; 0.08; 9.36; 0.21;1;M17;Simbad;285.3919700;+46.2430381
 9575421;13.765;17;1308.12;200.98; 0.97;16.115; 0.060;     ;     ;     ;    ;         ;        ;5241;153; 3.230; 0.008;-0.36; 0.30; 1.17; 0.07; 4.35; 0.10; 1.21; 0.07; 4.41; 0.10; 1.19; 0.07; 4.39; 0.10;1;M17;Simbad;285.4663100;+46.2939300
 9575645; 9.490;18;1317.60; 45.83; 0.76; 4.761; 0.020; 74.1;  2.9; 19.0; 1.4;   1361.6;    60.7;5048;100; 2.580; 0.009; 0.06; 0.15; 1.73; 0.12;11.16; 0.28; 1.71; 0.12;11.10; 0.28; 1.77; 0.12;11.29; 0.29;2;M17;Simbad;285.5957000;+46.2527311
 9575663;13.870;17;1308.10; 27.74; 0.39; 4.057; 0.075;157.3;  7.3; 11.8; 1.1;   7507.1;   459.5;5222;158; 2.369; 0.010;-0.54; 0.30; 0.76; 0.08; 9.46; 0.42; 0.80; 0.08; 9.69; 0.44; 0.79; 0.08; 9.63; 0.43;2;M17;Simbad;285.6037600;+46.2400400
